time,coord,is_anomalous,mse_percentage,threshold
2023-10-11 13:24:30,-87.036,True,78.24550723933967,65
2023-10-11 13:24:33,-39.629999999999995,False,16.515054941401438,65
2023-10-11 13:24:36,-4.999999999999995,False,0.33866341607054196,65
2023-10-11 13:24:39,-4.625999999999996,False,0.295785521636859,65
2023-10-11 13:24:42,1.7320000000000022,False,0.0,65
2023-10-11 13:24:45,11.719999999999992,False,1.206017264241468,65
2023-10-11 13:24:48,-45.61,False,21.79231837696544,65
2023-10-11 13:24:51,-32.85000000000001,False,11.399609945038105,65
2023-10-11 13:24:54,17.678000000000004,False,2.89615991892082,65
2023-10-11 13:24:57,20.99,False,4.14778590618238,65
2023-10-11 13:25:00,20.639999999999997,False,4.005007207227661,65
2023-10-11 13:25:03,27.107999999999993,False,7.037801802100664,65
2023-10-11 13:25:06,-30.182,False,9.63796940501618,65
2023-10-11 13:25:09,-87.47200000000001,True,79.01786255646876,65
2023-10-11 13:25:12,-39.84599999999999,False,16.693146863964227,65
2023-10-11 13:25:15,-57.38399999999999,False,34.32685613872964,65
2023-10-11 13:25:18,-57.028,False,33.906060441212006,65
2023-10-11 13:25:21,-50.681999999999995,False,26.84404779057082,65
2023-10-11 13:25:24,-41.4,False,18.002012700211008,65
2023-10-11 13:25:27,-98.65,True,100.0,65
2023-10-11 13:25:30,-33.492000000000004,False,11.845561363827482,65
2023-10-11 13:25:33,16.976000000000006,False,2.659559328096253,65
2023-10-11 13:25:36,20.262,False,3.853602922366861,65
2023-10-11 13:25:39,20.618000000000002,False,3.9961153505955145,65
2023-10-11 13:25:42,26.98799999999999,False,6.974002966045282,65
2023-10-11 13:25:45,-30.3,False,9.713370746298711,65
2023-10-11 13:25:48,-87.53,True,79.12087277747413,65
2023-10-11 13:25:51,-39.92600000000001,False,16.759344487775238,65
2023-10-11 13:25:54,-57.516,False,34.483493463602635,65
2023-10-11 13:25:57,-57.108000000000004,False,34.00040838494207,65
2023-10-11 13:26:00,-50.784,False,26.9510232921026,65
2023-10-11 13:26:03,-39.824,False,16.67496498078792,65
2023-10-11 13:26:06,-97.006,True,96.77497425946738,65
2023-10-11 13:26:09,-31.778000000000002,False,10.676880727713923,65
2023-10-11 13:26:12,18.690000000000005,False,3.254952139051577,65
2023-10-11 13:26:15,21.988000000000003,False,4.568529290437326,65
2023-10-11 13:26:18,20.662,False,4.013909073769937,65
2023-10-11 13:26:21,29.534000000000002,False,8.388926046022357,65
2023-10-11 13:26:24,-27.758000000000003,False,8.187451895612767,65
2023-10-11 13:26:27,-84.98800000000001,True,74.6650841047929,65
2023-10-11 13:26:30,-37.38200000000001,False,14.717235862518265,65
2023-10-11 13:26:33,-54.302,False,30.769935637550578,65
2023-10-11 13:26:36,-56.434000000000005,False,33.20946569640334,65
2023-10-11 13:26:39,-50.118,False,26.256297622771136,65
2023-10-11 13:26:42,-40.8,False,17.490919773158232,65
2023-10-11 13:26:45,-97.99799999999999,True,98.71540151182091,65
2023-10-11 13:26:48,-33.43599999999999,False,11.8062691617696,65
2023-10-11 13:26:51,17.012,False,2.6714506857204374,65
2023-10-11 13:26:54,19.906000000000006,False,3.7136650152465234,65
2023-10-11 13:26:57,20.248000000000005,False,3.8480532058979127,65
2023-10-11 13:27:00,26.620000000000005,False,6.780137976173769,65
2023-10-11 13:27:03,-30.69599999999999,False,9.967819441215562,65
2023-10-11 13:27:06,-87.90799999999999,True,79.79374673154838,65
2023-10-11 13:27:09,-39.895999999999994,False,16.73450553051585,65
2023-10-11 13:27:12,-55.012,False,31.572020529812644,65
2023-10-11 13:27:15,-54.602,False,31.107617145778942,65
2023-10-11 13:27:18,-48.245999999999995,False,24.35117923869953,65
2023-10-11 13:27:21,-40.65,False,17.36427401474277,65
2023-10-11 13:27:24,-97.85,True,98.4248215510115,65
2023-10-11 13:27:27,-35.14,False,13.02566184753988,65
2023-10-11 13:27:30,15.278000000000002,False,2.1284236987258396,65
2023-10-11 13:27:33,18.562,False,3.2084026563283534,65
2023-10-11 13:27:36,20.602,False,3.9896545963005736,65
2023-10-11 13:27:39,28.079999999999995,False,7.565104850445875,65
2023-10-11 13:27:42,-29.198,False,9.022559200108034,65
2023-10-11 13:27:45,-86.404,True,77.13223569530493,65
